intercept                          	3.6559e+04     
x0                                 	66.681
x1                                 	67.737
x2                                 	-97.041
x3                                 	-255.13
x4                                 	89.577
x5                                 	6.923
x6                                 	86.195
x7                                 	109.42
x8                                 	36.977
x9                                 	156.06
x10                                	90.303
x0^2                               	-0.021089
x0*x1                              	-0.1651
x0*x2                              	-0.19239
x0*x3                              	-2.2715
x0*x4                              	0.58927
x0*x5                              	0.22682
x0*x6                              	0.33409
x0*x7                              	0.73078
x0*x8                              	0.17953
x0*x9                              	-0.059922
x0*x10                             	0.74539
x1^2                               	-0.17058
x1*x2                              	-0.47209
x1*x3                              	-2.0443
x1*x4                              	0.69561
x1*x5                              	-0.054289
x1*x6                              	0.17129
x1*x7                              	0.61675
x1*x8                              	0.10416
x1*x9                              	-0.090864
x1*x10                             	0.7552
x2^2                               	5.804
x2*x3                              	3.666
x2*x4                              	-1.8504
x2*x5                              	-0.029963
x2*x6                              	-4.3992
x2*x7                              	-6.3895
x2*x8                              	-2.0046
x2*x9                              	0.16091
x2*x10                             	-1.1235
x3^2                               	0.27434
x3*x4                              	-2.4843
x3*x5                              	-0.30587
x3*x6                              	-3.2025
x3*x7                              	-4.3345
x3*x8                              	-1.5936
x3*x9                              	-0.066351
x3*x10                             	-2.6068
x4^2                               	0.17181
x4*x5                              	0.59964
x4*x6                              	1.3251
x4*x7                              	1.8078
x4*x8                              	0.96054
x4*x9                              	-0.040991
x4*x10                             	1.3162
x5^2                               	-0.061842
x5*x6                              	-0.048582
x5*x7                              	0.34035
x5*x8                              	-0.11361
x5*x9                              	-0.053003
x5*x10                             	-0.079999
x6^2                               	0.90989
x6*x7                              	4.5594
x6*x8                              	3.5813
x6*x9                              	-0.013769
x6*x10                             	0.80258
x7^2                               	4.2589
x7*x8                              	2.0847
x7*x9                              	-0.10791
x7*x10                             	0.89345
x8^2                               	0.92841
x8*x9                              	-0.098123
x8*x10                             	0.13323
x9^2                               	-0.00036415
x9*x10                             	-0.081913
x10^2                              	-0.17672
