intercept                          	3.9441e+04     
x0                                 	69.895
x1                                 	423.52
x2                                 	-73.112
x3                                 	-184.47
x4                                 	0.1511
x5                                 	4.9759
x6                                 	81.856
x7                                 	93.608
x8                                 	0.089323
x9                                 	527.83
x10                                	115.15
x0^2                               	-0.15321
x0*x1                              	-0.315
x0*x2                              	-0.084949
x0*x3                              	-1.2733
x0*x4                              	0.11222
x0*x5                              	0.12348
x0*x6                              	0.10346
x0*x7                              	0.33658
x0*x8                              	-0.045638
x0*x9                              	0.030619
x0*x10                             	0.8589
x1^2                               	-0.90167
x1*x2                              	-1.0211
x1*x3                              	-6.4158
x1*x4                              	-0.051384
x1*x5                              	-0.05272
x1*x6                              	1.5425
x1*x7                              	2.1998
x1*x8                              	-0.099331
x1*x9                              	0.01166
x1*x10                             	4.0853
x2^2                               	3.7983
x2*x3                              	1.4171
x2*x4                              	-0.11771
x2*x5                              	-0.16375
x2*x6                              	-3.7339
x2*x7                              	-4.1867
x2*x8                              	0.040148
x2*x9                              	-0.013307
x2*x10                             	-0.2714
x3^2                               	-0.093155
x3*x4                              	-0.056621
x3*x5                              	-0.0096036
x3*x6                              	-1.7547
x3*x7                              	-2.2794
x3*x8                              	-0.13412
x3*x9                              	-0.13013
x3*x10                             	-1.8792
x4^2                               	-0.062519
x4*x5                              	-0.034769
x4*x6                              	-0.0036087
x4*x7                              	-0.1533
x4*x8                              	0.017636
x4*x9                              	0.015056
x4*x10                             	-0.017629
x5^2                               	-0.034236
x5*x6                              	-0.050081
x5*x7                              	0.076627
x5*x8                              	0.15884
x5*x9                              	0.07473
x5*x10                             	0.15732
x6^2                               	0.50018
x6*x7                              	3.319
x6*x8                              	-0.010393
x6*x9                              	-0.017836
x6*x10                             	0.69401
x7^2                               	3.0379
x7*x8                              	0.23156
x7*x9                              	0.04378
x7*x10                             	0.87362
x8^2                               	-0.00079846
x8*x9                              	-0.30054
x8*x10                             	-0.14418
x9^2                               	-0.046544
x9*x10                             	0.044632
x10^2                              	0.12773
